date,opposition_code,opposition_full,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_min,hr_zone_1_hms,hr_zone_2_min,hr_zone_2_hms,hr_zone_3_min,hr_zone_3_hms,hr_zone_4_min,hr_zone_4_hms,hr_zone_5_min,hr_zone_5_hms,total_hr_minutes,total_high_speed_distance,total_accel_decel_events,session_type,player_id
2022-08-02,,,10,-4,2022/2023,4690.216331983658,560.2586133645668,257.9667442906234,4.816378803208912,263.5806224772074,106.63990851118986,43.23838914506434,130.68020715636092,29.810558295166825,36.113763458326964,00:36:06,55.634519235849154,00:55:38,19.282159075848003,00:19:16,21.150677687086755,00:21:09,1.3242927203283479,00:01:19,133.5054121774392,823.0417364583991,413.45892013346156,Pre-Match 10 Days,2
2022-08-03,,,10,-3,2022/2023,11905.415581905972,50.4210714208836,23.2012448886529,7.893425942169787,1.1946491789722378,23.48958188571993,7.814049778102454,171.1356760686419,14.314672295425725,10.617383901588935,00:10:37,20.81477496892528,00:20:48,34.86556188159448,00:34:51,25.634354847767696,00:25:38,2.327180640382064,00:02:19,94.25925624025845,81.51574225170629,32.49828084279462,Pre-Match 10 Days,2
2022-08-04,,,10,-2,2022/2023,9166.467804203625,412.34336265568345,197.77872598267044,102.20613466355718,104.57503738943927,73.40097766156458,21.816335438566686,191.33398006608556,16.07629477634751,1.15363384697931,00:01:09,29.882929823288794,00:29:52,22.763186206666237,00:22:45,29.47913278683839,00:29:28,1.887301825962668,00:01:53,85.1661844897354,712.3282233019111,199.79235048957054,Pre-Match 10 Days,2
2022-08-05,,,10,-1,2022/2023,7496.7611173472405,806.7598746814399,293.46710519146177,187.21936370123044,137.80890201760528,10.48888684982876,36.831069264393726,132.71634903484426,30.54652596523274,17.845487761536507,00:17:50,26.744867445735853,00:26:44,14.436193767194247,00:14:26,28.660293997638867,00:28:39,1.9053153386038515,00:01:54,89.59215831070932,1287.446343574132,185.12885813182777,Pre-Match 10 Days,2
2022-08-06,EVE,Everton,0,0,2022/2023,11686.279911142137,957.9245805982462,538.890386499453,211.49604038198802,75.05661959021451,46.818271156244805,0.885664116807049,1.1981774959839904,17.159893367943873,6.582021570933785,00:06:34,9.606731562396059,00:09:36,28.061602819293014,00:28:03,32.452231370377596,00:32:27,0.6044156782167975,00:00:36,77.30700300121724,1708.311007479687,122.76055486326636,Match Day,2
2022-08-07,,,1,-7,2022/2023,1953.4570801986245,497.9792551467717,162.2724325585216,19.87760263478244,65.20726617692229,85.29585111452134,26.241761436072146,39.64272252965184,16.060029754038386,33.03302560588086,00:33:01,61.71549176436766,01:01:42,30.610854164809908,00:30:36,19.553911979817993,00:19:33,2.739495183400758,00:02:44,147.65277869827716,680.1292903400757,176.74487872751578,Pre-Match 1 Days,2
2022-08-08,,,2,-6,2022/2023,727.3578789110064,247.8919560861681,409.5453929916418,123.42049874121676,12.345565113993239,78.85090942636761,12.026084766337773,21.218798984005087,19.048425655771666,30.74257228739583,00:30:44,26.051197651593128,00:26:03,23.80078881059764,00:23:48,30.561115379747427,00:30:33,2.3426626658056438,00:02:20,113.49833679513966,780.8578478190267,103.22255930669861,Pre-Match 2 Days,2
2022-08-09,,,3,-5,2022/2023,10846.777957433937,505.0022228475514,72.78420386751927,209.3591906763373,210.21216230805152,74.6989374992155,37.43523508180527,77.3047475506362,22.701159826586547,2.04468133539765,00:02:02,56.40037055796921,00:56:24,2.4146286041959533,00:02:24,27.192996423991815,00:27:11,2.1960635953606,00:02:11,90.24874051691522,787.145617391408,322.3463348890723,Pre-Match 3 Days,2
2022-08-10,,,4,-4,2022/2023,7527.523230769114,426.60504418528797,217.60820835342562,88.94329990097545,85.7716078955961,33.78498431215542,12.305468046069926,106.67272535498603,3.5204177252415523,38.90161072958923,00:38:54,12.200852936890854,00:12:12,7.245504625609182,00:07:14,30.090654431094656,00:30:05,0.9190990433620764,00:00:55,89.357721766546,733.1565524396891,131.86206025382145,Pre-Match 4 Days,2
2022-08-11,,,5,-3,2022/2023,8866.91011587521,344.88618687056294,300.4680444316936,190.1791342199915,17.103716789873125,45.202548122394894,29.81308229831437,9.233641441775946,27.04491745222231,11.566561882539975,00:11:33,35.30114256539153,00:35:18,12.167947795968232,00:12:10,0.3910413565644978,00:00:23,1.4908414337581288,00:01:29,60.91753503422236,835.533365522248,92.11934721058239,Pre-Match 5 Days,2
2022-08-12,,,6,-2,2022/2023,257.7714014426921,105.80136452807784,303.186988566981,30.64991690759562,75.46929614890158,12.309843746536139,29.26887217050388,74.14584966688552,14.344229089228,20.098559010333464,00:20:05,1.543911914840452,00:01:32,12.05398209383118,00:12:03,32.486537293086776,00:32:29,0.381603873473548,00:00:22,66.56459418556543,439.63827000265445,117.04801206594159,Pre-Match 6 Days,2
2022-08-13,,,7,-1,2022/2023,12145.793735426096,717.6471991602635,282.0955261627825,214.44050304346874,262.01429666650967,85.9775623021144,9.615362793028511,38.12415745298377,2.3829428704934807,31.058918698692022,00:31:03,49.24127317557275,00:49:14,28.721397130529027,00:28:43,15.92639781040322,00:15:55,1.4987581350445316,00:01:29,126.44674495024154,1214.1832283665146,357.60722176165257,Pre-Match 7 Days,2
2022-08-14,TOT,Tottenham Hotspur,0,0,2022/2023,11076.489257614814,794.5422287924616,490.177430493643,209.6902317310259,278.21231724328584,60.25278918593087,1.5106847732767876,137.67747348110962,25.894498575381544,19.96797358862978,00:19:58,37.43021884366854,00:37:25,0.7825704203804296,00:00:46,26.845554549367215,00:26:50,0.4060584027118162,00:00:24,85.43237580475778,1494.4098910171306,339.9757912024935,Match Day,2
2022-08-15,,,1,-6,2022/2023,2659.037883276812,157.53399104224385,67.9348252581766,215.80223419215474,157.83521664639235,84.75105320836396,17.76612973650325,98.7834861638348,12.415601217430742,20.519882830197368,00:20:31,40.30882216156773,00:40:18,32.22982779116202,00:32:13,4.278298547060697,00:04:16,1.5392886657710567,00:01:32,98.87611999575888,441.2710504925752,260.3523995912596,Pre-Match 1 Days,2
2022-08-16,,,2,-5,2022/2023,2276.9214507156175,297.67675766181884,276.5728441565871,155.11545292768318,135.945338879735,29.767563427296853,12.554302767406492,105.38900687500771,3.3058041859457914,3.0517017831119273,00:03:03,3.3325488659381715,00:03:19,11.3168565505157,00:11:19,13.316818855876662,00:13:19,1.8056092330978206,00:01:48,32.82353528854028,729.3650547460891,178.26720507443835,Pre-Match 2 Days,2
2022-08-17,,,3,-4,2022/2023,2296.701432469497,335.2105165783704,260.6387482876384,83.31086279288175,319.5001743509701,38.79488553483956,35.118921494877846,91.00021585836429,20.87478022543604,18.66712504059018,00:18:40,13.597903076441787,00:13:35,13.222431741116766,00:13:13,9.13012696627266,00:09:07,1.0860454421788948,00:01:05,55.70363226660029,679.1601276588905,393.4139813806875,Pre-Match 3 Days,2
2022-08-18,,,4,-3,2022/2023,3809.9041064001426,669.8369382233001,78.00260463084375,215.07935400983862,65.53172947330545,39.96398885403284,34.74499405588916,203.4128371254164,28.988886388043856,35.56542703472923,00:35:33,4.7893858753156815,00:04:47,22.515354161808368,00:22:30,9.809456647848181,00:09:48,1.3876165780220995,00:01:23,74.06724029772357,962.9188968639825,140.24071238322745,Pre-Match 4 Days,2
2022-08-19,,,5,-2,2022/2023,6571.315226601978,593.8120938560954,306.66767114729396,63.17407124644679,70.36566807222673,3.0781632723605954,19.84008621497399,45.6893101181225,29.239937339568467,42.5556996791768,00:42:33,18.61571241495894,00:18:36,9.209226880046538,00:09:12,4.145497351014656,00:04:08,2.4372352623609306,00:02:26,76.96337158755786,963.6538362498362,93.28391755956132,Pre-Match 5 Days,2
2022-08-20,,,6,-1,2022/2023,5409.074966892571,622.7011926310919,197.95601414737698,76.15101811582524,95.36356468268048,40.78099317712316,26.32959341215588,109.93093738899698,31.542561869783146,19.227616873446788,00:19:13,40.42798672831993,00:40:25,37.72270152399625,00:37:43,27.100523567863135,00:27:06,0.3021674194228194,00:00:18,124.78099611304891,896.8082248942941,162.4741512719595,Pre-Match 6 Days,2
2022-08-21,LEE,Leeds United,0,0,2022/2023,14112.467247875296,863.40126101381,513.3582512147868,234.4832533969598,56.446065171111265,96.05560081607754,26.231799965587225,156.60281836299995,28.5796147283354,19.696740949877167,00:19:41,36.481250256182875,00:36:28,3.640978438278009,00:03:38,0.31084984707692875,00:00:18,2.203656552182367,00:02:12,62.33347604359735,1611.2427656255566,178.73346595277602,Match Day,2
